NMEA|NMEA|NMEA|MSG|REPEAT|MMSI|SEQNO|DEST|RETRANS|DAC|FID|SUB
||!AIVDM,1,1,,A,6>jQMu@0V:C0>da7P104P00,2*79|6|0|992501237|0|2500912|0|235|10|
||!AIVDM,1,1,,A,6NjCJd@0RrU0>db:P804P00,2*50|6|1|992271025|0|2288208|0|235|10|
||!AIVDM,1,1,,A,6NjCKn@0RrSt>da4P104P00,2*1D|6|1|992271321|0|2288191|0|235|10|
||!AIVDM,1,1,,A,6NjCJWh0RrTp>db9Pw04p00,2*66|6|1|992271007|0|2288206|0|235|10|
||!AIVDM,1,1,,A,6>jQMOh0V:C0>da3h104P00,2*57|6|0|992501119|0|2500912|0|235|10|
||!AIVDM,1,1,,A,6>jCKNCfJjOt>da2pS00P00,2*44|6|0|992271225|0|999999999|0|235|10|
||!AIVDM,1,1,,B,6>jCJaP0RrTl>db9@a00P00,2*25|6|0|992271014|0|2288205|0|235|10|
||!AIVDM,1,1,,B,6>jCJe00RrU0>da5@>04P00,2*48|6|0|992271028|0|2288208|0|235|10|
||!AIVDM,1,1,,A,6>jCKlP0RrTH>dbA@1TDP@0,2*46|6|0|992271314|0|2288198|0|235|10|
||!AIVDM,1,1,,A,6fjCKmh0RrSt>db>P104P00,2*17|6|2|992271319|0|2288191|0|235|10|
||!AIVDM,1,1,,B,6>jHCJh0SJFd>da5@000P00,2*49|6|0|992351083|0|2320747|0|235|10|
||!AIVDM,1,1,,A,6>jCNK@0Revp>da7PT00000,2*79|6|0|992271981|0|2275310|0|235|10|
||!AIVDM,1,1,,A,6>jCKOCfJjOt>da3HB00P00,2*6D|6|0|992271229|0|999999999|0|235|10|
||!AIVDM,1,1,,B,6>jHCKP0SJFd>da7h000P00,2*5A|6|0|992351086|0|2320747|0|235|10|
||!AIVDM,1,1,,A,6>jCNBh0000<>db4@104000,2*14|6|0|992271947|0|3|0|235|10|
||!AIVDM,1,1,,A,6>jQM700V:C0>da60000P600,0*1B|6|0|992501020|0|2500912|0|235|10|
||!AIVDM,1,1,,A,6>jQM7P0V:C0>da5h000P000,0*26|6|0|992501022|0|2500912|0|235|10|
||!AIVDM,1,1,,A,6>jCKNkfJjOt>da5`h00P00,2*40|6|0|992271227|0|999999999|0|235|10|
||!AIVDM,1,1,,A,6>lEM:t00000>d`p@0000000,0*0E|6|0|994401579|3|0|0|235|10|
||!AIVDM,1,1,,B,6>lEM:l00000>d`p@0000000,0*15|6|0|994401579|1|0|0|235|10|
||!AIVDM,1,1,,A,6>jQML00V:C0>da40000P>00,0*6A|6|0|992501104|0|2500912|0|235|10|
||!AIVDM,1,1,,A,6>jQMJP0V:C0>da7@000P800,0*79|6|0|992501098|0|2500912|0|235|10|
||!AIVDM,1,1,,A,6>jQMPh0V:C0>db68?RVP00,2*10|6|0|992501123|0|2500912|0|235|10|
||!AIVDM,1,1,,B,6>jCKIkfJjOt>db<8b00P00,2*1C|6|0|992271207|0|999999999|0|235|10|
||!AIVDM,1,1,,B,6>jHD2@0V:C0>da2@1@nP00,2*12|6|0|992351241|0|2500912|0|235|10|
||!AIVDM,1,1,,A,6>jHD2@0V:C0>da2@1@nP00,2*11|6|0|992351241|0|2500912|0|235|10|
||!AIVDM,1,1,,A,6>jQM800V:C0>da90000P800,0*15|6|0|992501024|0|2500912|0|235|10|
||!AIVDM,1,1,,A,6>jQMFh0V:C0>da3P000P000,0*51|6|0|992501083|0|2500912|0|235|10|
||!AIVDM,1,1,,A,6NjCNA00RrU0>da2IO00P00,2*60|6|1|992271940|0|2288208|0|235|10|
||!AIVDM,1,1,,A,6>jAUTT00000>da2D@A00800,0*14|6|0|992241042|1|0|0|235|10|
||!AIVDM,1,1,,B,6>jCKP3fJjOt>da2`O00P00,2*25|6|0|992271232|0|999999999|0|235|10|
||!AIVDM,1,1,,A,6>jQM8@0V:C0>da4h000`600,0*0E|6|0|992501025|0|2500912|0|235|10|
||!AIVDM,1,1,,B,6>jHn>00SIdd>db<Hr00P000,0*1B|6|0|992359992|0|2320075|0|235|10|
||!AIVDM,1,1,,B,6>jCN?h0RrT`>db6P104P00,2*00|6|0|992271935|0|2288202|0|235|10|
||!AIVDM,1,1,,A,6>lEM:l00000>d`q@0000000,0*17|6|0|994401579|1|0|0|235|10|
||!AIVDM,1,1,,B,6>jCKq00Rf14>db@h1@0P80,2*04|6|0|992271332|0|2275345|0|235|10|
||!AIVDM,1,1,,B,6>lEM:t00000>d`q@0000000,0*0C|6|0|994401579|3|0|0|235|10|
||!AIVDM,1,1,,A,6>mRpJh00008>da1@000@00,2*43|6|0|995670123|0|2|0|235|10|
||!AIVDM,1,1,,B,6>jAUpP00000>da6@000P000,0*5E|6|0|992241122|0|0|0|235|10|
||!AIVDM,1,1,,B,6>mRpJh00008>da1@000@00,2*40|6|0|995670123|0|2|0|235|10|
||!AIVDM,1,1,,B,6>jCJbh0000<>db:@100Q00,2*58|6|0|992271019|0|3|0|235|10|
||!AIVDM,1,1,,B,6>jAUqP00000>da:h000P000,0*7B|6|0|992241126|0|0|0|235|10|
||!AIVDM,1,1,,B,6>jCN8h0Rf2D>db:h104P00,2*65|6|0|992271907|0|2275365|0|235|10|
||!AIVDM,1,1,,B,6>jAUv@00000>da5P000P000,0*5B|6|0|992241145|0|0|0|235|10|
||!AIVDM,1,1,,B,6fjCKn00RrTL>dav@104P00,2*2B|6|2|992271320|0|2288199|0|235|10|
||!AIVDM,1,1,,B,6>jHn?00SIdd>db:`k00`000,0*1D|6|0|992359996|0|2320075|0|235|10|
||!AIVDM,1,1,,B,6>jQMAP0V:C0>da4h600P60,2*60|6|0|992501062|0|2500912|0|235|10|
||!AIVDM,1,1,,B,6fjCKo@0RrSt>da6h100P00,2*09|6|2|992271325|0|2288191|0|235|10|
||!AIVDM,1,1,,B,6>jCN7@0RrT@>db90104000,2*0F|6|0|992271901|0|2288196|0|235|10|
||!AIVDM,1,1,,A,6>jCKkh0RrTH>d`0@1A8P00,2*13|6|0|992271311|0|2288198|0|235|10|
||!AIVDM,1,1,,B,6>jCKkh0RrTH>d`0@1A8P00,2*10|6|0|992271311|0|2288198|0|235|10|
||!AIVDM,1,1,,A,6>jCN=P0RrTp>da7q?00P00,2*00|6|0|992271926|0|2288206|0|235|10|
||!AIVDM,1,1,,A,6NjCKkh0RrTH>d`0@1A8P00,2*63|6|1|992271311|0|2288198|0|235|10|
||!AIVDM,1,1,,A,6>jHC800V:C0>da6P000P600,0*63|6|0|992351008|0|2500912|0|235|10|
||!AIVDM,1,1,,B,6>jHC800V:C0>da6P000P600,0*60|6|0|992351008|0|2500912|0|235|10|
||!AIVDM,1,1,,A,6NjCKl@0RrTH>d`0@1@t@:0,2*1B|6|1|992271313|0|2288198|0|235|10|
||!AIVDM,1,1,,B,6>jCKJ00000<>db3@100P00,2*21|6|0|992271208|0|3|0|235|10|
||!AIVDM,1,1,,B,6>jCN8@0RrUL>db7010P010,2*66|6|0|992271905|0|2288215|0|235|10|
||!AIVDM,1,1,,B,6>jCN:kdU7LL>db7P104b00,2*17|6|0|992271915|0|992288199|0|235|10|
||!AIVDM,1,1,,A,6>jCN:P0RrTp>da4IE00P00,2*46|6|0|992271914|0|2288206|0|235|10|
||!AIVDM,1,1,,B,6>jQM6h0V:C0>db;plS@P600,0*40|6|0|992501019|0|2500912|0|235|10|
||!AIVDM,1,1,,B,6>jQM7P0V:C0>da5h000P000,0*25|6|0|992501022|0|2500912|0|235|10|
||!AIVDM,1,1,,B,6>jCKkP0000<>db:@104P00,2*6D|6|0|992271310|0|3|0|235|10|
||!AIVDM,1,1,,B,6>jCKNCfJjOt>da2pR00P00,2*46|6|0|992271225|0|999999999|0|235|10|
||!AIVDM,1,1,,B,6>jCJhh0Rf2D>db9h104P00,2*32|6|0|992271043|0|2275365|0|235|10|
||!AIVDM,1,1,,B,6fjCKnP0RrSt>db;0104b00,2*78|6|2|992271322|0|2288191|0|235|10|
||!AIVDM,1,1,,A,6>jAUTP00000>da2D@A00800,0*10|6|0|992241042|0|0|0|235|10|
||!AIVDM,1,1,,B,6>jHDFP0V:C0>da4@000P?00,0*62|6|0|992351322|0|2500912|0|235|10|
||!AIVDM,1,1,,B,6>jCKo00RrTL>db:@104P00,2*3D|6|0|992271324|0|2288199|0|235|10|
||!AIVDM,1,1,,A,6>jCKP3fJjOt>da2`O00P00,2*26|6|0|992271232|0|999999999|0|235|10|
||!AIVDM,1,1,,B,6>jQMOP0V:C0>da5h600P00,2*69|6|0|992501118|0|2500912|0|235|10|
||!AIVDM,1,1,,B,6>jCKOCfJjOt>da3HB00P00,2*6E|6|0|992271229|0|999999999|0|235|10|
||!AIVDM,1,1,,B,6>jHn>@0SIdd>db<8l00P000,0*05|6|0|992359993|0|2320075|0|235|10|
||!AIVDM,1,1,,A,6>lEM:t00000>d`r00000000,0*7C|6|0|994401579|3|0|0|235|10|
||!AIVDM,1,1,,B,6>lEM:l00000>d`r00000000,0*67|6|0|994401579|1|0|0|235|10|
||!AIVDM,1,1,,A,6>jCJ`@0RrTp>da49S00P00,2*6E|6|0|992271009|0|2288206|0|235|10|
||!AIVDM,1,1,,B,6>jCLB00000<>db9P104P00,2*30|6|0|992271432|0|3|0|235|10|
||!AIVDM,1,1,,B,6>jQN0P0V:C0>da5@500P00,2*3E|6|0|992501250|0|2500912|0|235|10|
||!AIVDM,1,1,,B,6>jHC@00SJFd>da3h000P00,2*35|6|0|992351040|0|2320747|0|235|10|
||!AIVDM,1,1,,B,6NjHC@00SJFd>da3h000P00,2*45|6|1|992351040|0|2320747|0|235|10|
||!AIVDM,1,1,,B,6>jQMBP0V:C0>da5P600P00,2*5C|6|0|992501066|0|2500912|0|235|10|
||!AIVDM,1,1,,B,6>jHDOh0SIdd>db:8e00P100,0*78|6|0|992351359|0|2320075|0|235|10|
||!AIVDM,1,1,,B,6>jQMfP0V:C0>da5h600P80,2*48|6|0|992501178|0|2500912|0|235|10|
||!AIVDM,1,1,,A,6>jCJd@0RrU0>db:@604P00,2*3E|6|0|992271025|0|2288208|0|235|10|
||!AIVDM,1,1,,A,6>jCKIkfJjOt>db<8b00P00,2*1F|6|0|992271207|0|999999999|0|235|10|
||!AIVDM,1,1,,B,6>jQM?@0V:C0>da5P000P600,0*03|6|0|992501053|0|2500912|0|235|10|
||!AIVDM,1,1,,B,6>jCJd@0RrU0>db:@604P00,2*3D|6|0|992271025|0|2288208|0|235|10|
||!AIVDM,1,1,,A,6>jCJ`P0RrTp>da70J04P80,2*61|6|0|992271010|0|2288206|0|235|10|
||!AIVDM,1,1,,A,6>jCJeP0RrU0>db?h104P00,2*05|6|0|992271030|0|2288208|0|235|10|
||!AIVDM,1,1,,A,6>jCJWh0RrTp>db9Pb04p00,2*03|6|0|992271007|0|2288206|0|235|10|
||!AIVDM,1,1,,B,6>jCJWh0RrTp>db9Pb04p00,2*00|6|0|992271007|0|2288206|0|235|10|
||!AIVDM,1,1,,A,6>jCJa@0RrTl>dbDP104P00,2*0F|6|0|992271013|0|2288205|0|235|10|
||!AIVDM,1,1,,B,6>jQM700V:C0>da6@000P600,0*68|6|0|992501020|0|2500912|0|235|10|
||!AIVDM,1,1,,A,6>jCJaP0RrTl>db90a00P00,2*56|6|0|992271014|0|2288205|0|235|10|
||!AIVDM,1,1,,A,6>jCJe00RrU0>da50904P00,2*3C|6|0|992271028|0|2288208|0|235|10|
||!AIVDM,1,1,,B,6>jCNK@0Revp>da7hT00000,2*42|6|0|992271981|0|2275310|0|235|10|
||!AIVDM,1,1,,B,6>jCNBh0000<>db40104000,2*67|6|0|992271947|0|3|0|235|10|
||!AIVDM,1,1,,B,6>jCN7P0RrT@>da30104000,2*16|6|0|992271902|0|2288196|0|235|10|
||!AIVDM,1,1,,B,6>jCJckfJjOt>db5@104@00,2*01|6|0|992271023|0|999999999|0|235|10|
||!AIVDM,1,1,,B,6>lEM:l00000>d`u00000000,0*60|6|0|994401579|1|0|0|235|10|
||!AIVDM,1,1,,A,6fjCJckfJjOt>db5@104@00,2*5A|6|2|992271023|0|999999999|0|235|10|
||!AIVDM,1,1,,A,6>lEM:t00000>d`u00000000,0*7B|6|0|994401579|3|0|0|235|10|
||!AIVDM,1,1,,B,6>jQM800V:C0>da:0000P800,0*15|6|0|992501024|0|2500912|0|235|10|
||!AIVDM,1,1,,A,6fjCKn00RrTL>dav@104P00,2*28|6|2|992271320|0|2288199|0|235|10|
||!AIVDM,1,1,,A,6NjCKn00RrTL>dav@104P00,2*00|6|1|992271320|0|2288199|0|235|10|
||!AIVDM,1,1,,A,6fjCKo@0RrSt>da6P100P00,2*32|6|2|992271325|0|2288191|0|235|10|
||!AIVDM,1,1,,A,6NjCKn@0RrSt>da5@104P00,2*0C|6|1|992271321|0|2288191|0|235|10|
||!AIVDM,1,1,,A,6fjCKoh0RrTL>db60104R00,2*40|6|2|992271327|0|2288199|0|235|10|
||!AIVDM,1,1,,A,6vjCKoh0RrTL>db60104R00,2*50|6|3|992271327|0|2288199|0|235|10|
||!AIVDM,1,1,,A,6>jCN:kdU7LL>db7P104b00,2*14|6|0|992271915|0|992288199|0|235|10|
||!AIVDM,1,1,,B,6>jQM8@0V:C0>da50000`600,0*54|6|0|992501025|0|2500912|0|235|10|
||!AIVDM,1,1,,A,6fjCKnP0RrSt>db;0104b00,2*7B|6|2|992271322|0|2288191|0|235|10|
||!AIVDM,1,1,,B,6>jCKP3fJjOt>da2pO00P00,2*35|6|0|992271232|0|999999999|0|235|10|
||!AIVDM,1,1,,A,6fjCKmh0RrSt>db>h104P00,2*2F|6|2|992271319|0|2288191|0|235|10|
||!AIVDM,1,1,,B,6>jCKI3fJjOt>da4Hr01000,2*4E|6|0|992271204|0|999999999|0|235|10|
||!AIVDM,1,1,,B,6>jQMMP0V:C0>da5h600P00,2*6B|6|0|992501110|0|2500912|0|235|10|
||!AIVDM,1,1,,A,6NjCKnh0RrSt>da4h104P00,2*0D|6|1|992271323|0|2288191|0|235|10|
||!AIVDM,1,1,,A,6>lEM:t00000>d`sP0000000,0*1D|6|0|994401579|3|0|0|235|10|
||!AIVDM,1,1,,A,6>jLus000004>da5h000@00,2*1E|6|0|992427500|0|1|0|235|10|
||!AIVDM,1,1,,A,6NjCKL00Rep0>db4P104P00,2*3C|6|1|992271216|0|2275200|0|235|10|
||!AIVDM,1,1,,A,6>jCKq00Rf14>dbA01@4P80,2*5A|6|0|992271332|0|2275345|0|235|10|
||!AIVDM,1,1,,A,6>jQMAP0V:C0>da4P700P60,2*5A|6|0|992501062|0|2500912|0|235|10|
||!AIVDM,1,1,,A,6fjCKL00Rep0>db4P104P00,2*14|6|2|992271216|0|2275200|0|235|10|
||!AIVDM,1,1,,A,6>jHCH00SJFd>da5@004P00,2*14|6|0|992351072|0|2320747|0|235|10|
||!AIVDM,1,1,,A,6>mW@K@00000>da1P000@00,2*47|6|0|995741805|0|0|0|235|10|
||!AIVDM,1,1,,A,6>jCJdP0RrT<>db?010HP80,2*25|6|0|992271026|0|2288195|0|235|10|
||!AIVDM,1,1,,A,6vjCJVP0RrT<>da4J002P00,2*5E|6|3|992271002|0|2288195|0|235|10|
||!AIVDM,1,1,,B,6>jQMwP0V:C0>db;P10HWh0,2*44|6|0|992501246|0|2500912|0|235|10|
||!AIVDM,1,1,,B,6>jQMg@0V:C0>dar8JPlP00,2*06|6|0|992501181|0|2500912|0|235|10|
||!AIVDM,1,1,,A,6>jCJbh0000<>db;0100Q00,2*2A|6|0|992271019|0|3|0|235|10|
||!AIVDM,1,1,,B,6>jQM900V:C0>da3T@A:P00,2*48|6|0|992501028|0|2500912|0|235|10|
||!AIVDM,1,1,,B,6>jQM6P0V:C0>da5@104P00,2*3B|6|0|992501018|0|2500912|0|235|10|
||!AIVDM,1,1,,A,6>jAUs000000>da80000P000,0*40|6|0|992241132|0|0|0|235|10|
||!AIVDM,1,1,,A,6>mRt@h1FR;t>d`00101000,2*1F|6|0|995671107|0|5671103|0|235|10|
||!AIVDM,1,1,,B,6>jQMB@0V:C0>db30106P60,2*2E|6|0|992501065|0|2500912|0|235|10|
||!AIVDM,1,1,,B,6>jHC;P0V:C0>da3P104P00,2*37|6|0|992351022|0|2500912|0|235|10|
||!AIVDM,1,1,,A,6NjCJdP0RrT<>db?010HP80,2*55|6|1|992271026|0|2288195|0|235|10|
||!AIVDM,1,1,,A,6NjCJbh0000<>db;0100Q00,2*5A|6|1|992271019|0|3|0|235|10|
||!AIVDM,1,1,,B,6>jQMfh0V:C0>dbC@s04@00,2*74|6|0|992501179|0|2500912|0|235|10|
||!AIVDM,1,1,,A,6>jHn>00SIdd>db<pu00P000,0*27|6|0|992359992|0|2320075|0|235|10|
||!AIVDM,1,1,,A,6>jCN7@0RrT@>db90104000,2*0C|6|0|992271901|0|2288196|0|235|10|
||!AIVDM,1,1,,B,6>jQMI@0V:C0>db8pcRLP00,2*22|6|0|992501093|0|2500912|0|235|10|
||!AIVDM,1,1,,B,6>jQMgh0V:C0>db3pC08P00,2*19|6|0|992501183|0|2500912|0|235|10|
||!AIVDM,1,1,,B,6>jHC6h0V:C0>da1WL01000,2*1F|6|0|992351003|0|2500912|0|235|10|
||!AIVDM,1,1,,A,6>jCKkh0RrTH>d`0@1CdP00,2*4D|6|0|992271311|0|2288198|0|235|10|
||!AIVDM,1,1,,A,6NjCKkh0RrTH>d`0@1CdP00,2*3D|6|1|992271311|0|2288198|0|235|10|
||!AIVDM,1,1,,B,6>jCN=P0RrTp>da89?00P00,2*44|6|0|992271926|0|2288206|0|235|10|
||!AIVDM,1,1,,B,6NjCKkh0RrTH>d`0@1CdP00,2*3E|6|1|992271311|0|2288198|0|235|10|
||!AIVDM,1,1,,A,6>jQMOP0V:C0>da5h700P00,2*6B|6|0|992501118|0|2500912|0|235|10|
||!AIVDM,1,1,,A,6>jCKkP0000<>db:@104P00,2*6E|6|0|992271310|0|3|0|235|10|
||!AIVDM,1,1,,A,6>jCKp@0Rf0L>db?@104P00,2*24|6|0|992271329|0|2275335|0|235|10|
||!AIVDM,1,1,,B,6>jCKlP0RrTH>dbAP1T@P@0,2*51|6|0|992271314|0|2288198|0|235|10|
||!AIVDM,1,1,,A,6>jHCJh0SJFd>da50000P00,2*3A|6|0|992351083|0|2320747|0|235|10|
||!AIVDM,1,1,,A,6>jHCA@0SJFd>da3Gv00P00,2*2E|6|0|992351045|0|2320747|0|235|10|
||!AIVDM,1,1,,A,6>jHCKP0SJFd>da7h000P00,2*59|6|0|992351086|0|2320747|0|235|10|
||!AIVDM,1,1,,A,6>jQM6h0V:C0>db;plS@P600,0*43|6|0|992501019|0|2500912|0|235|10|
||!AIVDM,1,1,,B,6>jCNF@0Rf0L>db8h104P@0,2*4B|6|0|992271961|0|2275335|0|235|10|
||!AIVDM,1,1,,A,6>jCNF@0Rf0L>db8h104P@0,2*48|6|0|992271961|0|2275335|0|235|10|
||!AIVDM,1,1,,A,6>jQMfP0V:C0>da5@600P80,2*63|6|0|992501178|0|2500912|0|235|10|
||!AIVDM,1,1,,B,6>jLus000004>da6@000@00,2*36|6|0|992427500|0|1|0|235|10|
||!AIVDM,1,1,,B,6>lEM:l00000>d`w00000000,0*62|6|0|994401579|1|0|0|235|10|
||!AIVDM,1,1,,A,6>jQM?@0V:C0>da5P000P600,0*00|6|0|992501053|0|2500912|0|235|10|
||!AIVDM,1,1,,A,6>lEM:t00000>d`w00000000,0*79|6|0|994401579|3|0|0|235|10|
||!AIVDM,1,1,,B,6>jQMu@0V:C0>da8h104P00,2*4D|6|0|992501237|0|2500912|0|235|10|
||!AIVDM,1,1,,B,6>jCJ`@0RrTp>da49Q00P00,2*6F|6|0|992271009|0|2288206|0|235|10|
||!AIVDM,1,1,,B,6>jQM600V:C0>da5@104P00,2*5B|6|0|992501016|0|2500912|0|235|10|
||!AIVDM,1,1,,A,6>jHCQ@0V:C0>db58CR:P00,2*3D|6|0|992351109|0|2500912|0|235|10|
||!AIVDM,1,1,,B,6>jHCQ@0V:C0>db58CR:P00,2*3E|6|0|992351109|0|2500912|0|235|10|
||!AIVDM,1,1,,A,6>jHCW@0V:C0>da4h500P>0,2*79|6|0|992351133|0|2500912|0|235|10|
||!AIVDM,1,1,,B,6>jCJa00RrTl>db9P204T00,2*06|6|0|992271012|0|2288205|0|235|10|
||!AIVDM,1,1,,A,6>jCJa00RrTl>db9P204T00,2*05|6|0|992271012|0|2288205|0|235|10|
||!AIVDM,1,1,,B,6>jCJd@0RrU0>db:@>04P00,2*35|6|0|992271025|0|2288208|0|235|10|
||!AIVDM,1,1,,B,6NjCN<3dU7Kt>da5@104R00,2*27|6|1|992271920|0|992288191|0|235|10|
||!AIVDM,1,1,,A,6>jCJd@0RrU0>db:@>04P00,2*36|6|0|992271025|0|2288208|0|235|10|
||!AIVDM,1,1,,B,6>jCJ`P0RrTp>da70J04P80,2*62|6|0|992271010|0|2288206|0|235|10|
||!AIVDM,1,1,,A,6NjCJd@0RrU0>db:@>04P00,2*46|6|1|992271025|0|2288208|0|235|10|
||!AIVDM,1,1,,A,6>jQN0P0V:C0>da5@600P00,2*3E|6|0|992501250|0|2500912|0|235|10|
||!AIVDM,1,1,,A,6>jHCM@0Soad>da2HC00P00,2*1B|6|0|992351093|0|2350747|0|235|10|
||!AIVDM,1,1,,B,6>jCJeP0RrU0>db>0104P00,2*5F|6|0|992271030|0|2288208|0|235|10|
||!AIVDM,1,1,,B,6>jHCM@0Soad>da2HC00P00,2*18|6|0|992351093|0|2350747|0|235|10|
||!AIVDM,1,1,,B,6NjCKn@0RrSt>da4h104P00,2*26|6|1|992271321|0|2288191|0|235|10|
||!AIVDM,1,1,,B,6>jCJWh0RrTp>db9hR04p00,2*08|6|0|992271007|0|2288206|0|235|10|
||!AIVDM,1,1,,A,6>jQMBP0V:C0>da5P400P00,2*5D|6|0|992501066|0|2500912|0|235|10|
||!AIVDM,1,1,,A,6>jCJWh0RrTp>db9hR04p00,2*0B|6|0|992271007|0|2288206|0|235|10|
||!AIVDM,1,1,,B,6NjCKl@0RrTH>d`0@1A4@:0,2*59|6|1|992271313|0|2288198|0|235|10|
||!AIVDM,1,1,,B,6>jHCKh0SJFd>da38A02P00,2*45|6|0|992351087|0|2320747|0|235|10|
|!AIVDM,2,1,7,A,6>jQMA@0V:C0>eA<uE@R0htpL000000000000000000000001C:Oiba=>tai,0*74|!AIVDM,2,2,7,A,h0,4*4D|6|0|992501061|0|2500912|0|235|20|
|!AIVDM,2,1,9,A,6>jQMFh0V:C0>e@PDiHT<d000000000000000000000000001C:OfgpK,0*7C|!AIVDM,2,2,9,A,>q@OP0,4*3B|6|0|992501083|0|2500912|0|235|20|
|!AIVDM,2,1,0,B,6>jQMfP0V:C0>e@@u8TpU<P00000000000000000000000001C:wangR,0*4F|!AIVDM,2,2,0,B,?IT3H0,4*78|6|0|992501178|0|2500912|0|235|20|
|!AIVDM,2,1,2,B,6>jQMA@0V:C0>eA<uE@R0htpL000000000000000000000001C;?iba3>tai,0*0D|!AIVDM,2,2,2,B,00,4*13|6|0|992501061|0|2500912|0|235|20|
|!AIVDM,2,1,8,B,6>jQMA@0V:C0>eA<uE@R0htpL000000000000000000000001C;?iba3,0*45|!AIVDM,2,2,8,B,>tai00,4*5B|6|0|992501061|0|2500912|0|235|20|
|!AIVDM,2,1,2,B,6>jQM8@0V:C0>eALE=B0<t@hTpL0000000000000000000001C;?jN=F,0*70|!AIVDM,2,2,2,B,?<V=@0,4*0B|6|0|992501025|0|2500912|0|235|20|
|!AIVDM,2,1,1,B,6>jQMFh0V:C0>e@PDiHT<d000000000000000000000000001C;?fgpT,0*19|!AIVDM,2,2,1,B,>q@O00,4*50|6|0|992501083|0|2500912|0|235|20|
|!AIVDM,2,1,2,B,6>jHDFP0V:C0>e@<58p000000000000000000000000000001C;OkDwk?`sO,0*7F|!AIVDM,2,2,2,B,L0,4*6F|6|0|992351322|0|2500912|0|235|20|
|!AIVDM,2,1,1,A,6>jQMfP0V:C0>e@@u8TpU<P00000000000000000000000001C;OangK,0*6D|!AIVDM,2,2,1,A,?IT300,4*02|6|0|992501178|0|2500912|0|235|20|
|!AIVDM,2,1,4,A,6>jQMHP0V:C0>e@8h4<d84hh0000000000000000000000001C;gf8>u>nfp,0*0E|!AIVDM,2,2,4,A,00,4*16|6|0|992501090|0|2500912|0|235|20|
|!AIVDM,2,1,4,A,6>jQMA@0V:C0>eA<uE@R0htpL000000000000000000000001C;wibaF>tah,0*34|!AIVDM,2,2,4,A,00,4*16|6|0|992501061|0|2500912|0|235|20|
|!AIVDM,2,1,5,A,6>jQMA@0V:C0>eA<uE@R0htpL000000000000000000000001C;wibaF,0*76|!AIVDM,2,2,5,A,>tah00,4*54|6|0|992501061|0|2500912|0|235|20|
|!AIVDM,2,1,3,B,6>jQMfP0V:C0>e@@u8TpU<P00000000000000000000000001C<OangN,0*6E|!AIVDM,2,2,3,B,?IT3H0,4*7B|6|0|992501178|0|2500912|0|235|20|
|!AIVDM,2,1,8,B,6>jQMA@0V:C0>eA<uE@R0htpL000000000000000000000001C<gibaT>tag,0*31|!AIVDM,2,2,8,B,80,4*11|6|0|992501061|0|2500912|0|235|20|
|!AIVDM,2,1,6,B,6>jQM8@0V:C0>eALE=B0<t@hTpL0000000000000000000001C<gjN=R,0*3F|!AIVDM,2,2,6,B,?<V=00,4*7F|6|0|992501025|0|2500912|0|235|20|
|!AIVDM,2,1,9,B,6>jQM?00V:C0>eA<uE@R08h4<eL5@E8000000000000000001C<giifI>w6W,0*12|!AIVDM,2,2,9,B,h0,4*40|6|0|992501052|0|2500912|0|235|20|
|!AIVDM,2,1,2,B,6>jQMFh0V:C0>e@PDiHT<d000000000000000000000000001C<gfgpQ,0*40|!AIVDM,2,2,2,B,>q@OP0,4*33|6|0|992501083|0|2500912|0|235|20|
|!AIVDM,2,1,0,B,6>jHDFP0V:C0>e@<58p000000000000000000000000000001C<wkDwo?`sP,0*59|!AIVDM,2,2,0,B,d0,4*45|6|0|992351322|0|2500912|0|235|20|
|!AIVDM,2,1,4,A,6>jQMfP0V:C0>e@@u8TpU<P00000000000000000000000001C<wangV,0*4A|!AIVDM,2,2,4,A,?IT3@0,4*77|6|0|992501178|0|2500912|0|235|20|
|!AIVDM,2,1,0,A,6>jQMBP0V:C0>e@IDp@4hD000000000000000000000000001C=?iPq2>sQr,0*0C|!AIVDM,2,2,0,A,H0,4*6A|6|0|992501066|0|2500912|0|235|20|
|!AIVDM,2,1,2,A,6>jQMA@0V:C0>eA<uE@R0htpL000000000000000000000001C=OibaT>tae,0*13|!AIVDM,2,2,2,A,p0,4*50|6|0|992501061|0|2500912|0|235|20|
|!AIVDM,2,1,3,A,6>jQMFh0V:C0>e@PDiHT<d000000000000000000000000001C=OfgpG,0*7D|!AIVDM,2,2,3,A,>q@Mp0,4*13|6|0|992501083|0|2500912|0|235|20|
|!AIVDM,2,1,3,A,6>jQM?00V:C0>eA<uE@R08h4<eL5@E8000000000000000001C=OiifR>w6V,0*28|!AIVDM,2,2,3,A,p0,4*51|6|0|992501052|0|2500912|0|235|20|
|!AIVDM,2,1,5,B,6>jQMfP0V:C0>e@@u8TpU<P00000000000000000000000001C=wangL,0*53|!AIVDM,2,2,5,B,?IT400,4*02|6|0|992501178|0|2500912|0|235|20|
||!AIVDM,1,1,,A,6NjQMLp0V:C0?`b10000P00L,0*2B|6|1|992501107|2|2500912|0|250|10|
||!AIVDM,1,1,,A,6NjQMEh0V:C0?`b98KQfP00U,0*6F|6|1|992501079|0|2500912|0|250|10|
||!AIVDM,1,1,,A,6>jQM9h0V:C0?`b7`?Q0P00Q,0*13|6|0|992501031|0|2500912|0|250|10|
||!AIVDM,1,1,,B,6>jQMQ<0V:C0?`b50000P002,0*73|6|0|992501124|3|2500912|0|250|10|
