NMEA|NMEA|NMEA|MSG|REPEAT|MMSI|DAC|FID|
|!AIVDM,2,1,8,,8vjHWSh0Gh2aR1Nf0iC<wwvlFR06EuOwgrSOwnSwe7wvlOwwsAwwnSGmwv,0*1D|!AIVDM,2,2,8,,h0,0*07|8|3|992356239|1|31|
|!AIVDM,2,1,8,A,8@2R5Ph0GhRrA9eFu=C<0@<1P>06EuOwgwl?wnSwe7wvlOwwsAwwnSGm,0*6D|!AIVDM,2,2,8,A,wvwt,0*1C|8|1|2655619|1|31|
|!AIVDM,2,1,2,A,8@2R5Ph0GhGVvQUbQUC<?wvlFR06EuOwgr1awnSwe7wvlOwwsAwwnSGm,0*02|!AIVDM,2,2,2,A,wvwt,0*16|8|1|2655619|1|31|
|!AIVDM,2,1,9,B,8>jAUv@0Gh5e`9<WDEC<hHA37PELDL6g?wl?wnSwe7wvlOwwsAwwnSGm,0*44|!AIVDM,2,2,9,B,wwh000,4*40|8|0|992241145|1|31|
||!AIVDM,1,1,,A,8vjHWRh0Gh1CiANC:1C<wwvlFR06EuOwgrW?wnSwe7wvlOwwsAwwnSGmwvh0,0*57|8|3|992356235|1|31|
|!AIVDM,2,1,2,A,8vjHWRh0Gh1CiANC:1C<wwvlFR06EuOwgrW?wnSwe7wvlOwwsAwwnSGm,0*3F|!AIVDM,2,2,2,A,wvh0,0*4D|8|3|992356235|1|31|
|!AIVDM,2,1,1,A,8vjHWRh0Gh1CiANC:1C<wwvlFR06EuOwgrW?wnSwe7wvlOwwsAwwnSGm,0*3C|!AIVDM,2,2,1,A,wvh0,0*4E|8|3|992356235|1|31|
|!AIVDM,2,1,3,A,8vjHWRh0Gh1CiANC:1C<wwvlFR06EuOwgrW?wnSwe7wvlOwwsAwwnSGm,0*3E|!AIVDM,2,2,3,A,wvh0,0*4C|8|3|992356235|1|31|
|!AIVDM,2,1,7,A,8vjHWRh0Gh1CiANC:1C<wwvlFR06EuOwgrW?wnSwe7wvlOwwsAwwnSGm,0*3A|!AIVDM,2,2,7,A,wvh0,0*48|8|3|992356235|1|31|
|!AIVDM,2,1,4,A,8vjHWRh0Gh1CiANC:1C<wwvlFR06EuOwgrW?wnSwe7wvlOwwsAwwnSGm,0*39|!AIVDM,2,2,4,A,wvh0,0*4B|8|3|992356235|1|31|
|!AIVDM,2,1,5,A,8vjHWRh0Gh1CiANC:1C<wwvlFR06EuOwgrW?wnSwe7wvlOwwsAwwnSGm,0*38|!AIVDM,2,2,5,A,wvh0,0*4A|8|3|992356235|1|31|
||!AIVDM,1,1,,A,8>j`>DP0GhQwFaSnleC<wwvlFR06EuOwgwl?wnSwe7wvlOwwsAwwnSGmwwh0,0*26|8|0|992611922|1|31|
|!AIVDM,2,1,0,B,8>jAV0@0Gh5SK1<OfMC<hPI@:@F;tJFe?wl?wnSwe7wvlOwwsAwwnSGm,0*61|!AIVDM,2,2,0,B,wwh000,4*49|8|0|992241153|1|31|
||!AIVDM,1,1,,B,8@2R5Ph0GhPpOQcoBmC<0HD30J06EuOwgwl?wnSwe7wvlOwwsAwwnSGmwvwt,0*1F|8|1|2655619|1|31|
||!AIVDM,1,1,,A,8@2R5Ph0GhPpOQcoBmC<0HD30J06EuOwgwl?wnSwe7wvlOwwsAwwnSGmwvwt,0*1C|8|1|2655619|1|31|
|!AIVDM,2,1,2,A,8@2R5Ph0GhPpOQcoBmC<0HD30J06EuOwgwl?wnSwe7wvlOwwsAwwnSGm,0*2F|!AIVDM,2,2,2,A,wvwt,0*16|8|1|2655619|1|31|
|!AIVDM,2,1,2,A,8@2R5Ph0GhNR=Ia7`eC<0`Ig=r06EuOwgwl?wnSwe7wvlOwwsAwwnSAN,0*68|!AIVDM,2,2,2,A,wvwt,0*16|8|1|2655619|1|31|
||!AIVDM,1,1,,A,8@2R5Ph0GhNR=Ia7`eC<0`Ig=r06EuOwgwl?wnSwe7wvlOwwsAwwnSANwvwt,0*5B|8|1|2655619|1|31|
|!AIVDM,2,1,9,A,8vjHWT00Gh04G1NBp1C<h`UdFP@ElMVEgwl?wnSwe7wvlOwwsAwwnSGm,0*2F|!AIVDM,2,2,9,A,wvh0,0*46|8|3|992356240|1|31|
||!AIVDM,1,1,,A,8vjHWT00Gh04G1NBp1C<h`UdFP@ElMVEgwl?wnSwe7wvlOwwsAwwnSGmwvh0,0*4C|8|3|992356240|1|31|
|!AIVDM,2,1,5,A,8vjHWT00Gh04G1NBp1C<h`UdFP@ElMVEgwl?wnSwe7wvlOwwsAwwnSGm,0*23|!AIVDM,2,2,5,A,wvh0,0*4A|8|3|992356240|1|31|
|!AIVDM,2,1,4,A,8vjHWT00Gh04G1NBp1C<h`UdFP@ElMVEgwl?wnSwe7wvlOwwsAwwnSGm,0*22|!AIVDM,2,2,4,A,wvh0,0*4B|8|3|992356240|1|31|
||!AIVDM,1,1,,B,8@2R5Ph0GhQ<A1dbaEC<0hNjFB06EuOwgwl?wnSwe7wvlOwwsAwwnSGmwvwt,0*30|8|1|2655619|1|31|
||!AIVDM,1,1,,A,8@2R5Ph0GhQ<A1dbaEC<0hNjFB06EuOwgwl?wnSwe7wvlOwwsAwwnSGmwvwt,0*33|8|1|2655619|1|31|
|!AIVDM,2,1,9,A,8@2R5Ph0GhQ<A1dbaEC<0hNjFB06EuOwgwl?wnSwe7wvlOwwsAwwnSGm,0*0B|!AIVDM,2,2,9,A,wvwt,0*1D|8|1|2655619|1|31|
|!AIVDM,2,1,3,B,8vjHD<00Gww;G1RE:1C<wwvlFR06EuOwgrcOwnSwe7wvlOwwsAwwnSGm,0*39|!AIVDM,2,2,3,B,wvh0,0*4F|8|3|992351280|1|31|
|!AIVDM,2,1,8,B,8vjHD<00Gww;G1RE:1C<wwvlFR06EuOwgrcOwnSwe7wvlOwwsAwwnSGm,0*32|!AIVDM,2,2,8,B,wvh0,0*44|8|3|992351280|1|31|
||!AIVDM,1,1,,A,8@2R5Ph0GhF8MAb6amC<?wvlFR06EuOwiOl?wnSwe7wvlOwwsAwwnSGmwvwt,0*2E|8|1|2655619|1|31|
|!AIVDM,2,1,5,A,8@2R5Ph0GhF8MAb6amC<?wvlFR06EuOwiOl?wnSwe7wvlOwwsAwwnSGm,0*1A|!AIVDM,2,2,5,A,wvwt,0*11|8|1|2655619|1|31|
|!AIVDM,2,1,6,A,8@2R5Ph0GhF8MAb6amC<?wvlFR06EuOwiOl?wnSwe7wvlOwwsAwwnSGm,0*19|!AIVDM,2,2,6,A,wvwt,0*12|8|1|2655619|1|31|
|!AIVDM,2,1,3,A,8@2R5Ph0GhF8MAb6amC<?wvlFR06EuOwiOl?wnSwe7wvlOwwsAwwnSGm,0*1C|!AIVDM,2,2,3,A,wvwt,0*17|8|1|2655619|1|31|
|!AIVDM,2,1,1,A,8@2R5Ph0GhF8MAb6amC<?wvlFR06EuOwiOl?wnSwe7wvlOwwsAwwnSGm,0*1E|!AIVDM,2,2,1,A,wvwt,0*15|8|1|2655619|1|31|
|!AIVDM,2,1,0,A,8@2R5Ph0GhF8MAb6amC<?wvlFR06EuOwiOl?wnSwe7wvlOwwsAwwnSGm,0*1F|!AIVDM,2,2,0,A,wvwt,0*14|8|1|2655619|1|31|
||!AIVDM,1,1,,A,88AlJph0GvB937r>>`6?0?vCnP`lUuFWgrDgwnSwe7wvlOwwsAwwnSGmwvh0,0*02|8|0|555555555|1|31|
|!AIVDM,2,1,9,A,8@2R5Ph0GhF8MAb6amC<?wvlFR06EuOwiOl?wnSwe7wvlOwwsAwwnSGm,0*16|!AIVDM,2,2,9,A,wvwt,0*1D|8|1|2655619|1|31|
|!AIVDM,2,1,5,A,8@2R5Ph0GhG?AaVUO5C<?wvlFR06EuOwgwl>0jOwe7wvlOwwsAwwnSAV,0*44|!AIVDM,2,2,5,A,wvwt,0*11|8|1|2655619|1|31|
|!AIVDM,2,1,3,A,8@2R5Ph0GhG?AaVUO5C<?wvlFR06EuOwgwl>0jOwe7wvlOwwsAwwnSAV,0*42|!AIVDM,2,2,3,A,wvwt,0*17|8|1|2655619|1|31|
|!AIVDM,2,1,3,A,8@2R5Ph0GhG>lAVTmMC<?wvlFR06EuOwgwl?wnSwe7wvlOwwsAwwnSGm,0*76|!AIVDM,2,2,3,A,wvwt,0*17|8|1|2655619|1|31|
||!AIVDM,1,1,,A,8@2R5Ph0GhG>lAVTmMC<?wvlFR06EuOwgwl?wnSwe7wvlOwwsAwwnSGmwvwt,0*44|8|1|2655619|1|31|
|!AIVDM,2,1,3,A,8@2R5Ph0GhQNeiaRVmC<0hagev06EuOwgr0awnSwe7wvlOwwsAwwnSGm,0*17|!AIVDM,2,2,3,A,wvwt,0*17|8|1|2655619|1|31|
|!AIVDM,2,1,6,A,8vjHWQh0Gh04pANBb1C<wwvlFR06EuOwRWl?wnSwe7wvlOwwsAwwnSGm,0*25|!AIVDM,2,2,6,A,wvh0,0*49|8|3|992356231|1|31|
||!AIVDM,1,1,,A,8vjHWQh0Gh04pANBb1C<wwvlFR06EuOwRWl?wnSwe7wvlOwwsAwwnSGmwvh0,0*49|8|3|992356231|1|31|
|!AIVDM,2,1,3,A,8vjHWQh0Gh04pANBb1C<wwvlFR06EuOwRWl?wnSwe7wvlOwwsAwwnSGm,0*20|!AIVDM,2,2,3,A,wvh0,0*4C|8|3|992356231|1|31|
|!AIVDM,2,1,7,A,8vjHWQh0Gh04pANBb1C<wwvlFR06EuOwRWl?wnSwe7wvlOwwsAwwnSGm,0*24|!AIVDM,2,2,7,A,wvh0,0*48|8|3|992356231|1|31|
|!AIVDM,2,1,8,A,8vjHWQh0Gh04pANBb1C<wwvlFR06EuOwRWl?wnSwe7wvlOwwsAwwnSGm,0*2B|!AIVDM,2,2,8,A,wvh0,0*47|8|3|992356231|1|31|
|!AIVDM,2,1,4,A,8vjHWQh0Gh04pANBb1C<wwvlFR06EuOwRWl?wnSwe7wvlOwwsAwwnSGm,0*27|!AIVDM,2,2,4,A,wvh0,0*4B|8|3|992356231|1|31|
|!AIVDM,2,1,2,A,8vjHWQh0Gh04pANBb1C<wwvlFR06EuOwRWl?wnSwe7wvlOwwsAwwnSGm,0*21|!AIVDM,2,2,2,A,wvh0,0*4D|8|3|992356231|1|31|
|!AIVDM,2,1,6,A,8@2R5Ph0GhG?saVTeuC<?wvlFR06EuOwgwl>0kSwe7wvlOwwsAwwnSAb,0*37|!AIVDM,2,2,6,A,wvwt,0*12|8|1|2655619|1|31|
|!AIVDM,2,1,6,A,8@30ojh0GtNtL9J5`aC<gwvlFR06EuOwgr07wnSwe7wvlOwwsAwwnSGm,0*22|!AIVDM,2,2,6,A,wvh0,0*49|8|1|3160011|1|31|
||!AIVDM,1,1,,B,8NjOsr00GhFVm1C;a1C:0HA@FR06EuOwgwl?wnSwe7wvlOwwsAwwnSGmwvh0,0*54|8|1|992476136|1|31|
||!AIVDM,1,1,,A,8@2R5Ph0GhDwkib0fMC<?wvlFR06EuOwgwl?wnSwe7wvlOwwsAwwnSGmwvwt,0*7A|8|1|2655619|1|31|
|!AIVDM,2,1,7,A,8@2R5Ph0GhDwkib0fMC<?wvlFR06EuOwgwl?wnSwe7wvlOwwsAwwnSGm,0*4C|!AIVDM,2,2,7,A,wvwt,0*13|8|1|2655619|1|31|
||!AIVDM,1,1,,A,8vjHWU00Gh2W3AN6a1C<wwvlFP>MhIkAgwl?wnSwe7wvlOwwsAwwnSGmwvh0,0*21|8|3|992356244|1|31|
|!AIVDM,2,1,7,B,8>jCN9h0Gh:poa>mAMC<wwvlFR06EuOwgwl?wnSwe7wvlOwwsAwwnSGmwwh0,0*29|!AIVDM,2,2,7,B,00,4*16|8|0|992271911|1|31|
||!AIVDM,1,1,,A,8@2R5Ph0GhGOLiUN8uC<?wvlFR06EuOwgwl?wnSwe7wvlOwwsAwwnSGmwvwt,0*49|8|1|2655619|1|31|
|!AIVDM,2,1,7,A,8@2R5Ph0GhDs2qbn@5C<1Hr5@b06EuOwgwl?wnSwe7wvlOwwsAwwnSGm,0*53|!AIVDM,2,2,7,A,wvwt,0*13|8|1|2655619|1|31|
|!AIVDM,2,1,8,A,8@2R5Ph0GhDs2qbn@5C<1Hr5@b06EuOwgwl?wnSwe7wvlOwwsAwwnSGm,0*5C|!AIVDM,2,2,8,A,wvwt,0*1C|8|1|2655619|1|31|
|!AIVDM,2,1,2,A,8@2R5Ph0GhDs2qbn@5C<1Hr5@b06EuOwgwl?wnSwe7wvlOwwsAwwnSGm,0*56|!AIVDM,2,2,2,A,wvwt,0*16|8|1|2655619|1|31|
|!AIVDM,2,1,0,A,8@2R5Ph0GhDs2qbn@5C<1Hr5@b06EuOwgwl?wnSwe7wvlOwwsAwwnSGm,0*54|!AIVDM,2,2,0,A,wvwt,0*14|8|1|2655619|1|31|
|!AIVDM,2,1,6,B,8>m1GVh0GlvmdFwalwwwk1rGnP60AuFUgwl?wnSwe7wvlO21iMwwnSGm,0*52|!AIVDM,2,2,6,B,wvh0,0*4A|8|0|995121051|1|31|
|!AIVDM,2,1,3,A,8vjHWTP0Gh0qNiN>fQC<i@qInP?mlLnAgwl?wnSwe7wvlOwwsAwwnSGm,0*31|!AIVDM,2,2,3,A,wvh0,0*4C|8|3|992356242|1|31|
||!AIVDM,1,1,,A,8vjHWTP0Gh0qNiN>fQC<i@qInP?mlLnAgwl?wnSwe7wvlOwwsAwwnSGmwvh0,0*58|8|3|992356242|1|31|
|!AIVDM,2,1,5,A,8vjHWTP0Gh0qNiN>fQC<i@qInP?mlLnAgwl?wnSwe7wvlOwwsAwwnSGm,0*37|!AIVDM,2,2,5,A,wvh0,0*4A|8|3|992356242|1|31|
|!AIVDM,2,1,7,A,8@30ojh0GtN`viItiAC<gwvlFR06EuOwgr2N93;we7wvlOwwsAwwnSGm,0*36|!AIVDM,2,2,7,A,wvh0,0*48|8|1|3160011|1|31|
|!AIVDM,2,1,9,A,8vjHWTP0Gh0qNiN>fQC<i@qInP?mlLnAgwl?wnSwe7wvlOwwsAwwnSGm,0*3B|!AIVDM,2,2,9,A,wvh0,0*46|8|3|992356242|1|31|
|!AIVDM,2,1,6,A,8@2R5Ph0GhGVvQUbQUC<?wvlFR06EuOwgr1awnSwe7wvlOwwsAwwnSGm,0*06|!AIVDM,2,2,6,A,wvwt,0*12|8|1|2655619|1|31|
|!AIVDM,2,1,6,A,8@2R5Ph0GhRhUAeB0UC<0PD2PF06EuOwgwl?wnSwe7wvlOwwsAwwnSGm,0*2F|!AIVDM,2,2,6,A,wvwt,0*12|8|1|2655619|1|31|
|!AIVDM,2,1,7,A,8vjHWTP0Gh0qNiN>fQC<i@qInP?mlLnAgwl?wnSwe7wvlOwwsAwwnSGm,0*35|!AIVDM,2,2,7,A,wvh0,0*48|8|3|992356242|1|31|
|!AIVDM,2,1,0,A,8vjHWTP0Gh0qNiN>fQC<i@qInP?mlLnAgwl?wnSwe7wvlOwwsAwwnSGm,0*32|!AIVDM,2,2,0,A,wvh0,0*4F|8|3|992356242|1|31|
|!AIVDM,2,1,8,A,8vjHWTP0Gh0qNiN>fQC<i@qInP?mlLnAgwl?wnSwe7wvlOwwsAwwnSGm,0*3A|!AIVDM,2,2,8,A,wvh0,0*47|8|3|992356242|1|31|
||!AIVDM,1,1,,A,8@2R5Ph0GhD9PQcmIuC<0PNaE:06EuOwgwl?wnSwe7wvlOwwsAwwnSGmwvwt,0*0A|8|1|2655619|1|31|
|!AIVDM,2,1,0,B,8vjHD<h0GwwGeQRI2AC<wwvlFR06EuOwgrfwwnSwe7wvlOwwsAwwnSGm,0*15|!AIVDM,2,2,0,B,wvh0,0*4C|8|3|992351283|1|31|
|!AIVDM,2,1,5,B,8vjHD<h0GwwGeQRI2AC<wwvlFR06EuOwgrfwwnSwe7wvlOwwsAwwnSGm,0*10|!AIVDM,2,2,5,B,wvh0,0*49|8|3|992351283|1|31|
|!AIVDM,2,1,1,B,8vjHD<h0GwwGeQRI2AC<wwvlFR06EuOwgrfwwnSwe7wvlOwwsAwwnSGm,0*14|!AIVDM,2,2,1,B,wvh0,0*4D|8|3|992351283|1|31|
|!AIVDM,2,1,2,B,8vjHD<h0GwwGeQRI2AC<wwvlFR06EuOwgrfwwnSwe7wvlOwwsAwwnSGm,0*17|!AIVDM,2,2,2,B,wvh0,0*4E|8|3|992351283|1|31|
|!AIVDM,2,1,9,B,8vjHD<h0GwwGeQRI2AC<wwvlFR06EuOwgrfwwnSwe7wvlOwwsAwwnSGm,0*1C|!AIVDM,2,2,9,B,wvh0,0*45|8|3|992351283|1|31|
|!AIVDM,2,1,1,A,8@2R5Ph0GhRN2if;d=C<0hL?1r06EuOwgwl?wnSwe7wvlOwwsAwwnSGm,0*6F|!AIVDM,2,2,1,A,wvwt,0*15|8|1|2655619|1|31|
|!AIVDM,2,1,2,B,8@2R5Ph0GhRN2if;d=C<0hL?1r06EuOwgwl?,0*07|!AIVDM,2,2,2,B,wnSwe7wvlOwwsAwwnSGmwvwt,0*7D|8|1|2655619|1|31|
|!AIVDM,2,1,0,A,8@2R5Ph0GhFm8q`::eC<005D:R06EuOwgwl?wnSwe7wvlOwwsAwwnSGm,0*3B|!AIVDM,2,2,0,A,wvwt,0*14|8|1|2655619|1|31|
|!AIVDM,2,1,3,A,8@2<HV@0GhiGTQfRgk2C1Q8rFP2LquFsgwl?wnSwe7wvlOwwsAwwnSGm,0*1B|!AIVDM,2,2,3,A,wvh0,0*4C|8|1|2300057|1|31|
|!AIVDM,2,1,9,A,8vjHWT@0Gh0TN1N>vAC<j9I=FP@ElMn=gwl?wnSwe7wvlOwwsAwwnSGm,0*62|!AIVDM,2,2,9,A,wvh0,0*46|8|3|992356241|1|31|
|!AIVDM,2,1,5,A,8vjHWT@0Gh0TN1N>vAC<j9I=FP@ElMn=gwl?wnSwe7wvlOwwsAwwnSGm,0*6E|!AIVDM,2,2,5,A,wvh0,0*4A|8|3|992356241|1|31|
||!AIVDM,1,1,,A,8vjHWT@0Gh0TN1N>vAC<j9I=FP@ElMn=gwl?wnSwe7wvlOwwsAwwnSGmwvh0,0*01|8|3|992356241|1|31|
|!AIVDM,2,1,8,A,8vjHWT@0Gh0TN1N>vAC<j9I=FP@ElMn=gwl?wnSwe7wvlOwwsAwwnSGm,0*63|!AIVDM,2,2,8,A,wvh0,0*47|8|3|992356241|1|31|
|!AIVDM,2,1,1,A,8vjHWT@0Gh0TN1N>vAC<j9I=FP@ElMn=gwl?wnSwe7wvlOwwsAwwnSGm,0*6A|!AIVDM,2,2,1,A,wvh0,0*4E|8|3|992356241|1|31|
|!AIVDM,2,1,6,A,8vjHWT@0Gh0TN1N>vAC<j9I=FP@ElMn=gwl?wnSwe7wvlOwwsAwwnSGm,0*6D|!AIVDM,2,2,6,A,wvh0,0*49|8|3|992356241|1|31|
|!AIVDM,2,1,5,A,8@2<HV@0Ghfrw1f?8aC9i8hQFP4F1uFKgwl?wnSwe7wvlOwwsAwwnSGm,0*61|!AIVDM,2,2,5,A,wvh0,0*4A|8|1|2300057|1|31|
|!AIVDM,2,1,6,B,8>jCN9P0Gh<4wI>l2UC<wwvlFR06EuOwgwl?wnSwe7wvlOwwsAwwnSGm,0*50|!AIVDM,2,2,6,B,wwh000,4*4F|8|0|992271910|1|31|
|!AIVDM,2,1,6,A,8@2<HV@0GhiG@1fS?IC:10dRnP3lUuFeQ?l?wnSwe7wvlOwwsAwwnSGm,0*41|!AIVDM,2,2,6,A,wvh0,0*49|8|1|2300057|1|31|
|!AIVDM,2,1,9,A,8@2<HV@0Ghfj2ifJn1C:0hPFFP4>1uOwgwl?wnSwe7wvlOwwsAwwnSGm,0*73|!AIVDM,2,2,9,A,wvh0,0*46|8|1|2300057|1|31|
||!AIVDM,1,1,,A,8@2R5Ph0GhGKHiVBBEC<?wvlFR06EuOwgwl?wnSwe7wvlOwwsAwwnSGmwvwt,0*0C|8|1|2655619|1|31|
|!AIVDM,2,1,1,A,805Gd`@0GjuoMp2?>h3:gwvlFR06EuOwgs77wnSwe7wvlOwwsAwwnSGm,0*2E|!AIVDM,2,2,1,A,wvh,2*7C|8|0|5631137|1|31|
|!AIVDM,2,1,4,A,805Gd`@0GjuoMp2?>h3:gwvlFR06EuOwgs77wnSwe7wvlOwwsAwwnSGm,0*2B|!AIVDM,2,2,4,A,wvh,2*79|8|0|5631137|1|31|
|!AIVDM,2,1,3,A,8@2R5Ph0GhEfv9a`B=C<1@ihf4;vEuF`MWl>2E`1J1h0r3wwsAwwnSGm,0*21|!AIVDM,2,2,3,A,rgwt,0*03|8|1|2655619|1|31|
|!AIVDM,2,1,1,A,8@2R5Ph0GhEfv9a`B=C<1@ihf4;vEuF`MWl>2E`1J1h0r3wwsAwwnSGm,0*23|!AIVDM,2,2,1,A,rgwt,0*01|8|1|2655619|1|31|
||!AIVDM,1,1,,A,8@2R5Ph0GhPetqcSsMC<0@F;iN06EuOwgwl?wnSwe7wvlOwwsAwwnSGmwvwt,0*60|8|1|2655619|1|31|
||!AIVDM,1,1,,A,8@2R5Ph0GhEfv9a`B=C<1@ihf4;vEuF`MWl>2E`1J1h0r3wwsAwwnSGmrgwt,0*07|8|1|2655619|1|31|
|!AIVDM,2,1,5,A,8@2R5Ph0GhPetqcSsMC<0@F;iN06EuOwgwl?wnSwe7wvlOwwsAwwnSGm,0*54|!AIVDM,2,2,5,A,wvwt,0*11|8|1|2655619|1|31|
|!AIVDM,2,1,5,A,8@2R5Ph0GhEfv9a`B=C<1@ihf4;vEuF`MWl>2E`1J1h0r3wwsAwwnSGm,0*27|!AIVDM,2,2,5,A,rgwt,0*05|8|1|2655619|1|31|
|!AIVDM,2,1,1,A,8@2R5Ph0GhGKHiVBBEC<?wvlFR06EuOwgwl?wnSwe7wvlOwwsAwwnSGm,0*3C|!AIVDM,2,2,1,A,wvwt,0*15|8|1|2655619|1|31|
|!AIVDM,2,1,4,A,8@2R5Ph0GhPetqcSsMC<0@F;iN06EuOwgwl?wnSwe7wvlOwwsAwwnSGm,0*55|!AIVDM,2,2,4,A,wvwt,0*10|8|1|2655619|1|31|
|!AIVDM,2,1,8,A,8@2R5Ph0GhEfv9a`B=C<1@ihf4;vEuF`MWl>2E`1J1h0r3wwsAwwnSGm,0*2A|!AIVDM,2,2,8,A,rgwt,0*08|8|1|2655619|1|31|
||!AIVDM,1,1,,A,8@2R5Ph0GhOCGQa2e5C<0pQMcf06EuOwgr1AwnSwe7wvlOwwsAwwnSGmwvwt,0*12|8|1|2655619|1|31|
|!AIVDM,2,1,7,A,8@2R5Ph0GhOCGQa2e5C<0pQMcf06EuOwgr1AwnSwe7wvlOwwsAwwnSGm,0*24|!AIVDM,2,2,7,A,wvwt,0*13|8|1|2655619|1|31|
||!AIVDM,1,1,,A,8vjHWTh0Gh19diN?G1C<j1ECnP@5hLn=gwl?wnSwe7wvlOwwsAwwnSGmwvh0,0*50|8|3|992356243|1|31|
|!AIVDM,2,1,7,A,8vjHWTh0Gh19diN?G1C<j1ECnP@5hLn=gwl?wnSwe7wvlOwwsAwwnSGm,0*3D|!AIVDM,2,2,7,A,wvh0,0*48|8|3|992356243|1|31|
|!AIVDM,2,1,1,A,8vjHWTh0Gh19diN?G1C<j1ECnP@5hLn=gwl?wnSwe7wvlOwwsAwwnSGm,0*3B|!AIVDM,2,2,1,A,wvh0,0*4E|8|3|992356243|1|31|
|!AIVDM,2,1,2,A,8vjHWTh0Gh19diN?G1C<j1ECnP@5hLn=gwl?wnSwe7wvlOwwsAwwnSGm,0*38|!AIVDM,2,2,2,A,wvh0,0*4D|8|3|992356243|1|31|
|!AIVDM,2,1,0,A,8vjHWTh0Gh19diN?G1C<j1ECnP@5hLn=gwl?wnSwe7wvlOwwsAwwnSGm,0*3A|!AIVDM,2,2,0,A,wvh0,0*4F|8|3|992356243|1|31|
|!AIVDM,2,1,6,A,8vjHWTh0Gh19diN?G1C<j1ECnP@5hLn=gwl?wnSwe7wvlOwwsAwwnSGm,0*3C|!AIVDM,2,2,6,A,wvh0,0*49|8|3|992356243|1|31|
|!AIVDM,2,1,0,A,8@2R5Ph0GhWPGIn4?UC<0pR5@b06EuOwgwl?wnSwe7wvlOwwsAwwnSGm,0*79|!AIVDM,2,2,0,A,wvwt,0*14|8|1|2655619|1|31|
|!AIVDM,2,1,6,A,8@2R5Ph0GhQNeiaRVmC<0hagev06EuOwgr0awnSwe7wvlOwwsAwwnSGm,0*12|!AIVDM,2,2,6,A,wvwt,0*12|8|1|2655619|1|31|
|!AIVDM,2,1,5,A,8@2R5Ph0GhQNeiaRVmC<0hagev06EuOwgr0awnSwe7wvlOwwsAwwnSGm,0*11|!AIVDM,2,2,5,A,wvwt,0*11|8|1|2655619|1|31|
|!AIVDM,2,1,1,A,8@2R5Ph0GhSR4AeJDMC<0@>cEH94auOwgwl?wnSwe7wvlOwwsAwwnSGm,0*19|!AIVDM,2,2,1,A,wvwt,0*15|8|1|2655619|1|31|
||!AIVDM,1,1,,B,8@2R5Ph0GhSR4AeJDMC<0@>cEH94auOwgwl?wnSwe7wvlOwwsAwwnSGmwvwt,0*2A|8|1|2655619|1|31|
||!AIVDM,1,1,,A,8@2R5Ph0GhSR4AeJDMC<0@>cEH94auOwgwl?wnSwe7wvlOwwsAwwnSGmwvwt,0*29|8|1|2655619|1|31|
|!AIVDM,2,1,2,A,8@2R5Ph0GhSR4AeJDMC<0@>cEH94auOwgwl?wnSwe7wvlOwwsAwwnSGm,0*1A|!AIVDM,2,2,2,A,wvwt,0*16|8|1|2655619|1|31|
|!AIVDM,2,1,3,A,8@2R5Ph0GhQuTQe0G5C<?wvlFR06EuOwiOl?wnSwe7wvlOwwsAwwnSGm,0*30|!AIVDM,2,2,3,A,wvwt,0*17|8|1|2655619|1|31|
|!AIVDM,2,1,1,A,8@2R5Ph0GhQuTQe0G5C<?wvlFR06EuOwiOl?wnSwe7wvlOwwsAwwnSGm,0*32|!AIVDM,2,2,1,A,wvwt,0*15|8|1|2655619|1|31|
|!AIVDM,2,1,6,A,8@2R5Ph0GhPpOQcoBmC<0HD30J06EuOwgwl?wnSwe7wvlOwwsAwwnSGm,0*2B|!AIVDM,2,2,6,A,wvwt,0*12|8|1|2655619|1|31|
||!AIVDM,1,1,,B,8>j`>E@0GhQsaaSnumC<h?v<FP86EuFb?rvswnSwe7wvlOwwsAwwnSATwwh0,0*23|8|0|992611925|1|31|
||!AIVDM,1,1,,B,8@2R5Ph0GhP?dQdK4UC<?wvlFR06EuOwiOl?wnSwe7wvlOwwsAwwnSGmwvwt,0*13|8|1|2655619|1|31|
||!AIVDM,1,1,,A,8@2R5Ph0GhP?dQdK4UC<?wvlFR06EuOwiOl?wnSwe7wvlOwwsAwwnSGmwvwt,0*10|8|1|2655619|1|31|
|!AIVDM,2,1,3,A,8@2R5Ph0GhP?dQdK4UC<?wvlFR06EuOwiOl?wnSwe7wvlOwwsAwwnSGm,0*22|!AIVDM,2,2,3,A,wvwt,0*17|8|1|2655619|1|31|
|!AIVDM,2,1,4,A,8@2R5Ph0GhGVvQUbQUC<?wvlFR06EuOwgr1awnSwe7wvlOwwsAwwnSGm,0*04|!AIVDM,2,2,4,A,wvwt,0*10|8|1|2655619|1|31|
||!AIVDM,1,1,,B,8NjOsr00GhF`jiC:dQC:0HAVnR06EuOwgwl?wnSwe7wvlOwwsAwwnSGmwvh0,0*67|8|1|992476136|1|31|
|!AIVDM,2,1,1,A,8@2R5Ph0GhFIBibc:UC<?wvlFR06EuOwiOl?wnSwe7wvlOwwsAwwnSGm,0*7E|!AIVDM,2,2,1,A,wvwt,0*15|8|1|2655619|1|31|
|!AIVDM,2,1,7,A,8@2R5Ph0GhP5Aidd0UC<0@@DRV06EuOwgwl?wnSwe7wvlOwwsAwwnSGm,0*1A|!AIVDM,2,2,7,A,wvwt,0*13|8|1|2655619|1|31|
